,Year,Projected Adjusted Sea Level
0,2023,9.908340413875234
1,2024,10.026112127628076
2,2025,10.143883841380879
3,2026,10.261655555133721
4,2027,10.379427268886566
5,2028,10.497198982639368
6,2029,10.614970696392211
7,2030,10.732742410145056
8,2031,10.850514123897888
9,2032,10.9682858376507
10,2033,11.086057551403545
11,2034,11.203829265156378
12,2035,11.321600978909224
13,2036,11.439372692662033
14,2037,11.557144406414878
15,2038,11.674916120167712
16,2039,11.792687833920521
17,2040,11.910459547673366
18,2041,12.0282312614262
19,2042,12.146002975179044
20,2043,12.263774688931857
21,2044,12.381546402684691
22,2045,12.499318116437536
23,2046,12.617089830190377
24,2047,12.734861543943179
25,2048,12.852633257696024
26,2049,12.970404971448868
27,2050,13.08817668520167
28,2051,13.205948398954511
29,2052,13.323720112707356
30,2053,13.44149182646019
31,2054,13.559263540213003
32,2055,13.677035253965848
33,2056,13.794806967718682
34,2057,13.912578681471526
35,2058,14.030350395224335
36,2059,14.14812210897717
37,2060,14.265893822730014
38,2061,14.383665536482823
39,2062,14.501437250235668
40,2063,14.619208963988502
41,2064,14.736980677741347
42,2065,14.854752391494156
43,2066,14.97252410524699
44,2067,15.090295818999834
45,2068,15.208067532752679
46,2069,15.325839246505481
47,2070,15.443610960258326
48,2071,15.561382674011167
49,2072,15.679154387763969
50,2073,15.796926101516814
51,2074,15.914697815269658
52,2075,16.032469529022492
53,2076,16.150241242775305
54,2077,16.26801295652815
55,2078,16.38578467028098
56,2079,16.503556384033825
57,2080,16.621328097786634
58,2081,16.73909981153947
59,2082,16.856871525292316
60,2083,16.974643239045157
61,2084,17.09241495279796
62,2085,17.210186666550804
63,2086,17.32795838030365
64,2087,17.445730094056458
65,2088,17.563501807809292
66,2089,17.681273521562137
67,2090,17.79904523531498
68,2091,17.916816949067783
69,2092,18.034588662820624
70,2093,18.15236037657347
71,2094,18.270132090326303
72,2095,18.387903804079116
73,2096,18.50567551783196
74,2097,18.62344723158479
75,2098,18.741218945337604
76,2099,18.85899065909045
77,2100,18.976762372843282
78,2101,19.094534086596127
79,2102,19.21230580034894
80,2103,19.330077514101774
81,2104,19.447849227854615
82,2105,19.56562094160746
83,2106,19.683392655360258
84,2107,19.801164369113103
85,2108,19.91893608286595
86,2109,20.03670779661875
87,2110,20.154479510371594
88,2111,20.27225122412444
89,2112,20.390022937877283
90,2113,20.507794651630082
91,2114,20.625566365382927
92,2115,20.74333807913577
93,2116,20.861109792888605
94,2117,20.978881506641418
95,2118,21.09665322039426
96,2119,21.214424934147093
97,2120,21.332196647899906
98,2121,21.44996836165275
99,2122,21.567740075405585
100,2123,21.685511789158426
101,2124,21.80328350291124
102,2125,21.921055216664072
103,2126,22.038826930416917
104,2127,22.15659864416976
105,2128,22.27437035792256
106,2129,22.39214207167541
107,2130,22.50991378542825
108,2131,22.627685499181084
109,2132,22.745457212933893
110,2133,22.863228926686737
111,2134,22.981000640439575
112,2135,23.098772354192384
113,2136,23.21654406794523
114,2137,23.334315781698074
115,2138,23.452087495450904
116,2139,23.569859209203717
117,2140,23.68763092295656
118,2141,23.805402636709395
119,2142,23.92317435046224
120,2143,24.04094606421505
121,2144,24.158717777967883
122,2145,24.27648949172073
123,2146,24.39426120547354
124,2147,24.51203291922637
125,2148,24.62980463297922
126,2149,24.74757634673206
127,2150,24.865348060484862
128,2151,24.983119774237707
129,2152,25.100891487990552
130,2153,25.218663201743382
131,2154,25.3364349154962
132,2155,25.45420662924904
133,2156,25.571978343001874
134,2157,25.689750056754686
135,2158,25.80752177050753
136,2159,25.925293484260365
137,2160,26.04306519801321
138,2161,26.16083691176602
139,2162,26.278608625518864
140,2163,26.396380339271694
141,2164,26.514152053024542
142,2165,26.63192376677735
143,2166,26.74969548053019
144,2167,26.86746719428303
145,2168,26.98523890803584
146,2169,27.103010621788677
147,2170,27.220782335541518
148,2171,27.338554049294363
149,2172,27.456325763047165
150,2173,27.57409747680001
151,2174,27.69186919055285
152,2175,27.809640904305688
153,2176,27.927412618058497
154,2177,28.045184331811342
155,2178,28.162956045564176
156,2179,28.28072775931699
157,2180,28.39849947306983
158,2181,28.516271186822664
159,2182,28.63404290057551
160,2183,28.75181461432832
161,2184,28.869586328081162
162,2185,28.987358041834
163,2186,29.10512975558684
164,2187,29.222901469339654
165,2188,29.340673183092488
166,2189,29.458444896845332
167,2190,29.576216610598173
168,2191,29.693988324350975
169,2192,29.81176003810382
170,2193,29.929531751856665
171,2194,30.047303465609467
172,2195,30.165075179362308
173,2196,30.282846893115153
174,2197,30.400618606867987
175,2198,30.5183903206208
176,2199,30.63616203437364
177,2200,30.753933748126478
178,2201,30.87170546187932
179,2202,30.989477175632132
180,2203,31.107248889384966
181,2204,31.22502060313781
182,2205,31.34279231689062
183,2206,31.460564030643454
184,2207,31.5783357443963
185,2208,31.696107458149143
186,2209,31.813879171901952
187,2210,31.93165088565479
188,2211,32.04942259940763
189,2212,32.16719431316048
190,2213,32.284966026913274
191,2214,32.40273774066612
192,2215,32.52050945441896
193,2216,32.638281168171766
194,2217,32.75605288192461
195,2218,32.873824595677455
196,2219,32.991596309430285
197,2220,33.109368023183094
198,2221,33.227139736935946
199,2222,33.34491145068878
200,2223,33.46268316444162
201,2224,33.58045487819443
202,2225,33.69822659194727
203,2226,33.815998305700106
204,2227,33.93377001945292
205,2228,34.05154173320575
206,2229,34.1693134469586
207,2230,34.28708516071144
208,2231,34.404856874464244
209,2232,34.52262858821709
210,2233,34.64040030196993
211,2234,34.75817201572278
212,2235,34.87594372947557
213,2236,34.99371544322842
214,2237,35.11148715698127
215,2238,35.2292588707341
216,2239,35.34703058448691
217,2240,35.46480229823975
218,2241,35.58257401199259
219,2242,35.7003457257454
220,2243,35.818117439498245
221,2244,35.935889153251075
222,2245,36.05366086700392
223,2246,36.171432580756736
224,2247,36.28920429450957
225,2248,36.40697600826241
226,2249,36.524747722015256
227,2250,36.64251943576806
228,2251,36.7602911495209
229,2252,36.87806286327375
230,2253,36.99583457702655
231,2254,37.113606290779394
232,2255,37.23137800453223
233,2256,37.34914971828507
234,2257,37.46692143203788
235,2258,37.58469314579072
236,2259,37.70246485954357
237,2260,37.820236573296405
238,2261,37.938008287049215
239,2262,38.05578000080206
240,2263,38.17355171455489
241,2264,38.2913234283077
242,2265,38.40909514206054
243,2266,38.526866855813374
244,2267,38.644638569566226
245,2268,38.762410283319035
246,2269,38.88018199707187
247,2270,38.99795371082471
248,2271,39.115725424577555
249,2272,39.23349713833036
250,2273,39.3512688520832
251,2274,39.469040565836046
252,2275,39.58681227958885
253,2276,39.70458399334169
254,2277,39.82235570709454
255,2278,39.94012742084737
256,2279,40.057899134600184
257,2280,40.17567084835303
258,2281,40.29344256210586
259,2282,40.411214275858704
260,2283,40.52898598961152
261,2284,40.64675770336436
262,2285,40.764529417117195
263,2286,40.88230113087003
264,2287,41.00007284462284
265,2288,41.11784455837568
266,2289,41.235616272128524
267,2290,41.353387985881334
268,2291,41.47115969963417
269,2292,41.588931413387016
270,2293,41.70670312713985
271,2294,41.824474840892655
272,2295,41.9422465546455
273,2296,42.060018268398345
274,2297,42.177789982151175
275,2298,42.29556169590399
276,2299,42.413333409656836
277,2300,42.531105123409674
278,2301,42.64887683716248
279,2302,42.76664855091533
280,2303,42.88442026466816
281,2304,43.002191978421
282,2305,43.11996369217382
283,2306,43.23773540592665
284,2307,43.355507119679494
285,2308,43.47327883343234
286,2309,43.59105054718515
287,2310,43.708822260937986
288,2311,43.82659397469083
289,2312,43.94436568844363
290,2313,44.06213740219647
291,2314,44.179909115949314
292,2315,44.29768082970216
293,2316,44.415452543454954
294,2317,44.533224257207806
295,2318,44.65099597096064
296,2319,44.76876768471348
297,2320,44.88653939846629
298,2321,45.004311112219135
299,2322,45.12208282597197
300,2323,45.23985453972478
301,2324,45.357626253477626
302,2325,45.475397967230464
303,2326,45.5931696809833
304,2327,45.71094139473612
305,2328,45.82871310848895
306,2329,45.94648482224179
307,2330,46.06425653599464
308,2331,46.18202824974744
309,2332,46.299799963500284
310,2333,46.41757167725313
311,2334,46.53534339100594
312,2335,46.653115104758776
313,2336,46.77088681851161
314,2337,46.88865853226446
315,2338,47.00643024601726
316,2339,47.124201959770105
317,2340,47.24197367352295
318,2341,47.35974538727579
319,2342,47.477517101028596
320,2343,47.59528881478144
321,2344,47.71306052853427
322,2345,47.830832242287116
323,2346,47.948603956039925
324,2347,48.06637566979276
325,2348,48.18414738354561
326,2349,48.301919097298416
327,2350,48.419690811051254
328,2351,48.5374625248041
329,2352,48.655234238556936
330,2353,48.773005952309745
331,2354,48.89077766606258
332,2355,49.00854937981543
333,2356,49.126321093568265
334,2357,49.244092807321074
335,2358,49.36186452107392
336,2359,49.47963623482676
337,2360,49.597407948579566
338,2361,49.7151796623324
339,2362,49.83295137608525
340,2363,49.950723089838085
341,2364,50.068494803590895
342,2365,50.18626651734374
343,2366,50.30403823109658
344,2367,50.421809944849414
345,2368,50.53958165860223
346,2369,50.65735337235506
347,2370,50.775125086107906
348,2371,50.892896799860715
349,2372,51.01066851361355
350,2373,51.1284402273664
351,2374,51.24621194111924
352,2375,51.363983654872044
353,2376,51.48175536862489
354,2377,51.599527082377726
355,2378,51.717298796130564
356,2379,51.83507050988337
357,2380,51.95284222363622
358,2381,52.070613937389055
359,2382,52.188385651141864
360,2383,52.30615736489471
361,2384,52.42392907864755
362,2385,52.541700792400384
363,2386,52.65947250615319
364,2387,52.77724421990604
365,2388,52.895015933658875
366,2389,53.01278764741172
367,2390,53.13055936116453
368,2391,53.24833107491737
369,2392,53.366102788670204
370,2393,53.48387450242305
371,2394,53.60164621617585
372,2395,53.719417929928696
373,2396,53.83718964368154
374,2397,53.95496135743434
375,2398,54.07273307118719
376,2399,54.19050478494003
377,2400,54.30827649869286
378,2401,54.42604821244568
379,2402,54.543819926198516
380,2403,54.661591639951354
381,2404,54.7793633537042
382,2405,54.89713506745701
383,2406,55.01490678120985
384,2407,55.13267849496269
385,2408,55.2504502087155
386,2409,55.36822192246834
387,2410,55.485993636221174
388,2411,55.60376534997402
389,2412,55.72153706372683
390,2413,55.839308777479665
391,2414,55.95708049123251
392,2415,56.07485220498535
393,2416,56.19262391873816
394,2417,56.310395632490994
395,2418,56.428167346243846
396,2419,56.54593905999664
397,2420,56.663710773749486
398,2421,56.78148248750233
399,2422,56.89925420125517
400,2423,57.01702591500798
401,2424,57.13479762876082
402,2425,57.25256934251365
403,2426,57.3703410562665
404,2427,57.488112770019306
405,2428,57.605884483772144
406,2429,57.72365619752499
407,2430,57.8414279112778
408,2431,57.95919962503064
409,2432,58.07697133878347
410,2433,58.19474305253632
411,2434,58.31251476628913
412,2435,58.430286480041964
413,2436,58.54805819379481
414,2437,58.66582990754765
415,2438,58.783601621300456
416,2439,58.9013733350533
417,2440,59.019145048806145
418,2441,59.13691676255895
419,2442,59.254688476311784
420,2443,59.37246019006463
421,2444,59.49023190381747
422,2445,59.608003617570276
423,2446,59.72577533132312
424,2447,59.84354704507596
425,2448,59.961318758828796
426,2449,60.07909047258162
427,2450,60.19686218633444
428,2451,60.31463390008729
429,2452,60.43240561384014
430,2453,60.550177327592934
431,2454,60.66794904134578
432,2455,60.78572075509862
433,2456,60.90349246885143
434,2457,61.02126418260426
435,2458,61.13903589635711
436,2459,61.25680761010995
437,2460,61.374579323862754
438,2461,61.4923510376156
439,2462,61.61012275136844
440,2463,61.727894465121274
441,2464,61.84566617887409
442,2465,61.963437892626935
443,2466,62.081209606379765
444,2467,62.198981320132575
445,2468,62.316753033885426
446,2469,62.43452474763826
447,2470,62.5522964613911
448,2471,62.67006817514392
449,2472,62.78783988889675
450,2473,62.905611602649586
451,2474,63.02338331640243
452,2475,63.14115503015523
453,2476,63.25892674390808
454,2477,63.37669845766093
455,2478,63.494470171413724
456,2479,63.61224188516657
457,2480,63.730013598919406
458,2481,63.84778531267225
459,2482,63.96555702642505
460,2483,64.08332874017789
461,2484,64.20110045393074
462,2485,64.31887216768358
463,2486,64.43664388143638
464,2487,64.55441559518923
465,2488,64.67218730894206
466,2489,64.78995902269487
467,2490,64.90773073644772
468,2491,65.02550245020055
469,2492,65.1432741639534
470,2493,65.26104587770621
471,2494,65.37881759145904
472,2495,65.49658930521188
473,2496,65.61436101896473
474,2497,65.73213273271753
475,2498,65.84990444647038
476,2499,65.96767616022322
477,2500,66.08544787397605
478,2501,66.20321958772887
479,2502,66.32099130148171
480,2503,66.43876301523454
481,2504,66.55653472898736
482,2505,66.67430644274019
483,2506,66.79207815649303
484,2507,66.90984987024588
485,2508,67.02762158399868
486,2509,67.14539329775153
487,2510,67.26316501150437
488,2511,67.3809367252572
489,2512,67.49870843901002
490,2513,67.61648015276285
491,2514,67.73425186651569
492,2515,67.85202358026851
493,2516,67.96979529402134
494,2517,68.08756700777418
495,2518,68.20533872152703
496,2519,68.32311043527983
497,2520,68.44088214903267
498,2521,68.55865386278552
499,2522,68.67642557653835
500,2523,68.79419729029117
501,2524,68.91196900404401
502,2525,69.02974071779684
503,2526,69.14751243154966
504,2527,69.2652841453025
505,2528,69.38305585905532
506,2529,69.50082757280818
507,2530,69.61859928656098
508,2531,69.73637100031382
509,2532,69.85414271406667
510,2533,69.97191442781951
511,2534,70.08968614157232
512,2535,70.20745785532516
513,2536,70.32522956907799
514,2537,70.4430012828308
515,2538,70.56077299658364
516,2539,70.67854471033648
517,2540,70.79631642408933
518,2541,70.91408813784213
519,2542,71.03185985159497
520,2543,71.14963156534783
521,2544,71.26740327910065
522,2545,71.38517499285346
523,2546,71.50294670660631
524,2547,71.62071842035914
525,2548,71.73849013411198
526,2549,71.8562618478648
527,2550,71.97403356161763
528,2551,72.09180527537048
529,2552,72.20957698912329
530,2553,72.32734870287611
531,2554,72.44512041662897
532,2555,72.56289213038181
533,2556,72.68066384413461
534,2557,72.79843555788746
535,2558,72.9162072716403
536,2559,73.03397898539313
537,2560,73.15175069914595
538,2561,73.26952241289878
539,2562,73.38729412665164
540,2563,73.50506584040443
541,2564,73.62283755415727
542,2565,73.74060926791013
543,2566,73.85838098166296
544,2567,73.97615269541576
545,2568,74.09392440916862
546,2569,74.21169612292144
547,2570,74.32946783667428
548,2571,74.4472395504271
549,2572,74.56501126417993
550,2573,74.68278297793277
551,2574,74.80055469168559
552,2575,74.91832640543842
553,2576,75.03609811919127
554,2577,75.15386983294411
555,2578,75.27164154669691
556,2579,75.38941326044976
557,2580,75.5071849742026
558,2581,75.62495668795545
559,2582,75.74272840170825
560,2583,75.8605001154611
561,2584,75.97827182921394
562,2585,76.09604354296674
563,2586,76.21381525671957
564,2587,76.33158697047243
565,2588,76.44935868422526
566,2589,76.56713039797806
567,2590,76.68490211173092
568,2591,76.80267382548375
569,2592,76.92044553923658
570,2593,77.03821725298941
571,2594,77.15598896674223
572,2595,77.27376068049507
573,2596,77.39153239424789
574,2597,77.50930410800072
575,2598,77.62707582175356
576,2599,77.74484753550641
577,2600,77.86261924925921
578,2601,77.98039096301206
579,2602,78.0981626767649
580,2603,78.21593439051773
581,2604,78.33370610427055
582,2605,78.45147781802339
583,2606,78.56924953177624
584,2607,78.68702124552907
585,2608,78.80479295928188
586,2609,78.92256467303473
587,2610,79.04033638678756
588,2611,79.15810810054036
589,2612,79.27587981429322
590,2613,79.39365152804605
591,2614,79.5114232417989
592,2615,79.62919495555171
593,2616,79.74696666930454
594,2617,79.86473838305737
595,2618,79.98251009681022
596,2619,80.10028181056302
597,2620,80.21805352431586
598,2621,80.33582523806871
599,2622,80.45359695182151
600,2623,80.57136866557435
601,2624,80.68914037932721
602,2625,80.80691209308003
603,2626,80.92468380683285
604,2627,81.04245552058569
605,2628,81.16022723433854
606,2629,81.27799894809137
607,2630,81.39577066184418
608,2631,81.51354237559703
609,2632,81.63131408934986
610,2633,81.74908580310267
611,2634,81.86685751685552
612,2635,81.98462923060835
613,2636,82.1024009443612
614,2637,82.22017265811401
615,2638,82.33794437186684
616,2639,82.45571608561968
617,2640,82.57348779937253
618,2641,82.69125951312533
619,2642,82.80903122687816
620,2643,82.92680294063102
621,2644,83.04457465438381
622,2645,83.16234636813665
623,2646,83.28011808188951
624,2647,83.39788979564234
625,2648,83.51566150939514
626,2649,83.63343322314799
627,2650,83.75120493690082
628,2651,83.86897665065366
629,2652,83.98674836440648
630,2653,84.10452007815933
631,2654,84.22229179191216
632,2655,84.340063505665
633,2656,84.45783521941782
634,2657,84.57560693317065
635,2658,84.69337864692349
636,2659,84.81115036067631
637,2660,84.92892207442914
638,2661,85.04669378818198
639,2662,85.16446550193483
640,2663,85.28223721568763
641,2664,85.40000892944047
642,2665,85.51778064319332
643,2666,85.63555235694615
644,2667,85.75332407069895
645,2668,85.87109578445181
646,2669,85.98886749820464
647,2670,86.10663921195744
648,2671,86.2244109257103
649,2672,86.34218263946313
650,2673,86.45995435321596
651,2674,86.57772606696878
652,2675,86.69549778072161
653,2676,86.81326949447445
654,2677,86.93104120822731
655,2678,87.04881292198012
656,2679,87.16658463573295
657,2680,87.28435634948579
658,2681,87.4021280632386
659,2682,87.51989977699144
660,2683,87.63767149074428
661,2684,87.75544320449713
662,2685,87.87321491824993
663,2686,87.99098663200277
664,2687,88.10875834575562
665,2688,88.22653005950845
666,2689,88.34430177326126
667,2690,88.46207348701411
668,2691,88.57984520076694
669,2692,88.69761691451974
670,2693,88.8153886282726
671,2694,88.93316034202543
672,2695,89.05093205577828
673,2696,89.16870376953109
674,2697,89.28647548328392
675,2698,89.40424719703675
676,2699,89.52201891078961
677,2700,89.63979062454241
678,2701,89.75756233829524
679,2702,89.8753340520481
680,2703,89.9931057658009
681,2704,90.11087747955374
682,2705,90.22864919330658
683,2706,90.34642090705943
684,2707,90.46419262081223
685,2708,90.58196433456507
686,2709,90.69973604831792
687,2710,90.81750776207075
688,2711,90.93527947582356
689,2712,91.05305118957641
690,2713,91.17082290332924
691,2714,91.2885946170821
692,2715,91.4063663308349
693,2716,91.52413804458773
694,2717,91.64190975834057
695,2718,91.75968147209338
696,2719,91.87745318584622
697,2720,91.99522489959905
698,2721,92.11299661335191
699,2722,92.23076832710471
700,2723,92.34854004085756
701,2724,92.46631175461039
702,2725,92.58408346836323
703,2726,92.70185518211603
704,2727,92.8196268958689
705,2728,92.93739860962174
706,2729,93.05517032337453
707,2730,93.17294203712737
708,2731,93.29071375088022
709,2732,93.40848546463305
710,2733,93.52625717838588
711,2734,93.6440288921387
712,2735,93.76180060589154
713,2736,93.87957231964438
714,2737,93.9973440333972
715,2738,94.11511574715003
716,2739,94.23288746090289
717,2740,94.35065917465569
718,2741,94.46843088840852
719,2742,94.58620260216136
720,2743,94.70397431591421
721,2744,94.82174602966701
722,2745,94.93951774341984
723,2746,95.0572894571727
724,2747,95.17506117092553
725,2748,95.29283288467835
726,2749,95.41060459843118
727,2750,95.52837631218402
728,2751,95.64614802593684
729,2752,95.76391973968968
730,2753,95.88169145344251
731,2754,95.99946316719536
732,2755,96.11723488094816
733,2756,96.235006594701
734,2757,96.35277830845384
735,2758,96.4705500222067
736,2759,96.5883217359595
737,2760,96.70609344971233
738,2761,96.82386516346517
739,2762,96.94163687721802
740,2763,97.05940859097082
741,2764,97.17718030472368
742,2765,97.29495201847651
743,2766,97.41272373222931
744,2767,97.53049544598215
745,2768,97.648267159735
746,2769,97.76603887348783
747,2770,97.88381058724065
748,2771,98.00158230099349
749,2772,98.11935401474632
750,2773,98.23712572849917
751,2774,98.35489744225197
752,2775,98.4726691560048
753,2776,98.59044086975764
754,2777,98.70821258351047
755,2778,98.8259842972633
756,2779,98.94375601101615
757,2780,99.06152772476898
758,2781,99.1792994385218
759,2782,99.29707115227463
760,2783,99.41484286602748
761,2784,99.53261457978033
762,2785,99.65038629353312
763,2786,99.76815800728596
764,2787,99.8859297210388
765,2788,100.00370143479161
766,2789,100.12147314854445
767,2790,100.2392448622973
768,2791,100.35701657605013
769,2792,100.47478828980294
770,2793,100.59256000355579
771,2794,100.71033171730862
772,2795,100.82810343106148
773,2796,100.94587514481428
774,2797,101.06364685856711
775,2798,101.18141857231996
776,2799,101.29919028607276
777,2800,101.4169619998256
778,2801,101.53473371357843
779,2802,101.65250542733129
780,2803,101.77027714108411
781,2804,101.88804885483694
782,2805,102.00582056858977
783,2806,102.12359228234261
784,2807,102.24136399609542
785,2808,102.35913570984827
786,2809,102.47690742360112
787,2810,102.59467913735395
788,2811,102.71245085110675
789,2812,102.8302225648596
790,2813,102.94799427861244
791,2814,103.06576599236524
792,2815,103.18353770611809
793,2816,103.30130941987092
794,2817,103.41908113362376
795,2818,103.53685284737658
796,2819,103.65462456112941
797,2820,103.77239627488224
798,2821,103.8901679886351
799,2822,104.0079397023879
800,2823,104.12571141614075
801,2824,104.24348312989359
802,2825,104.36125484364639
803,2826,104.47902655739922
804,2827,104.59679827115208
805,2828,104.71456998490493
806,2829,104.83234169865773
807,2830,104.95011341241056
808,2831,105.0678851261634
809,2832,105.18565683991625
810,2833,105.30342855366906
811,2834,105.42120026742191
812,2835,105.53897198117474
813,2836,105.65674369492754
814,2837,105.77451540868039
815,2838,105.89228712243322
816,2839,106.01005883618608
817,2840,106.12783054993888
818,2841,106.24560226369171
819,2842,106.36337397744455
820,2843,106.4811456911974
821,2844,106.5989174049502
822,2845,106.71668911870303
823,2846,106.83446083245589
824,2847,106.95223254620869
825,2848,107.07000425996154
826,2849,107.18777597371438
827,2850,107.30554768746723
828,2851,107.42331940122003
829,2852,107.54109111497287
830,2853,107.65886282872572
831,2854,107.77663454247855
832,2855,107.89440625623135
833,2856,108.0121779699842
834,2857,108.12994968373704
835,2858,108.24772139748985
836,2859,108.3654931112427
837,2860,108.48326482499553
838,2861,108.60103653874836
839,2862,108.71880825250118
840,2863,108.83657996625402
841,2864,108.95435168000687
842,2865,109.07212339375971
843,2866,109.1898951075125
844,2867,109.30766682126534
845,2868,109.42543853501819
846,2869,109.54321024877102
847,2870,109.66098196252383
848,2871,109.77875367627668
849,2872,109.89652539002951
850,2873,110.01429710378233
851,2874,110.13206881753517
852,2875,110.24984053128802
853,2876,110.36761224504085
854,2877,110.48538395879366
855,2878,110.6031556725465
856,2879,110.72092738629934
857,2880,110.83869910005218
858,2881,110.95647081380498
859,2882,111.07424252755783
860,2883,111.19201424131067
861,2884,111.30978595506349
862,2885,111.4275576688163
863,2886,111.54532938256915
864,2887,111.663101096322
865,2888,111.7808728100748
866,2889,111.89864452382766
867,2890,112.0164162375805
868,2891,112.13418795133333
869,2892,112.25195966508613
870,2893,112.36973137883898
871,2894,112.48750309259181
872,2895,112.60527480634462
873,2896,112.72304652009747
874,2897,112.8408182338503
875,2898,112.95858994760314
876,2899,113.07636166135596
877,2900,113.19413337510882
878,2901,113.31190508886164
879,2902,113.42967680261448
880,2903,113.5474485163673
881,2904,113.66522023012013
882,2905,113.78299194387297
883,2906,113.90076365762577
884,2907,114.01853537137862
885,2908,114.13630708513146
886,2909,114.25407879888431
887,2910,114.3718505126371
888,2911,114.48962222638995
889,2912,114.60739394014279
890,2913,114.72516565389562
891,2914,114.84293736764845
892,2915,114.96070908140129
893,2916,115.0784807951541
894,2917,115.19625250890695
895,2918,115.31402422265977
896,2919,115.43179593641261
897,2920,115.54956765016546
898,2921,115.66733936391826
899,2922,115.78511107767109
900,2923,115.90288279142393
901,2924,116.02065450517678
902,2925,116.13842621892961
903,2926,116.25619793268243
904,2927,116.37396964643527
905,2928,116.49174136018812
906,2929,116.60951307394092
907,2930,116.72728478769376
908,2931,116.84505650144662
909,2932,116.96282821519941
910,2933,117.08059992895225
911,2934,117.1983716427051
912,2935,117.31614335645793
913,2936,117.43391507021073
914,2937,117.55168678396358
915,2938,117.66945849771642
916,2939,117.78723021146926
917,2940,117.90500192522208
918,2941,118.0227736389749
919,2942,118.14054535272774
920,2943,118.25831706648056
921,2944,118.3760887802334
922,2945,118.49386049398625
923,2946,118.61163220773909
924,2947,118.72940392149188
925,2948,118.84717563524472
926,2949,118.96494734899757
927,2950,119.08271906275043
928,2951,119.20049077650322
929,2952,119.31826249025606
930,2953,119.4360342040089
931,2954,119.55380591776172
932,2955,119.67157763151455
933,2956,119.7893493452674
934,2957,119.90712105902023
935,2958,120.02489277277304
936,2959,120.14266448652589
937,2960,120.26043620027872
938,2961,120.37820791403156
939,2962,120.49597962778437
940,2963,120.61375134153721
941,2964,120.73152305529005
942,2965,120.84929476904287
943,2966,120.96706648279569
944,2967,121.08483819654853
945,2968,121.20260991030138
946,2969,121.32038162405418
947,2970,121.43815333780704
948,2971,121.55592505155988
949,2972,121.6736967653127
950,2973,121.79146847906553
951,2974,121.90924019281836
952,2975,122.02701190657122
953,2976,122.14478362032405
954,2977,122.26255533407685
955,2978,122.3803270478297
956,2979,122.49809876158254
957,2980,122.61587047533534
958,2981,122.73364218908817
959,2982,122.85141390284102
960,2983,122.96918561659386
961,2984,123.08695733034668
962,2985,123.20472904409951
963,2986,123.32250075785235
964,2987,123.44027247160521
965,2988,123.55804418535799
966,2989,123.67581589911084
967,2990,123.79358761286369
968,2991,123.91135932661649
969,2992,124.02913104036934
970,2993,124.14690275412217
971,2994,124.264674467875
972,2995,124.38244618162783
973,2996,124.50021789538067
974,2997,124.6179896091335
975,2998,124.73576132288635
976,2999,124.85353303663915
977,3000,124.971304750392
